"ID";"Sex";"Regions";"Periods";"PopulationOn1January_1"
"35159";"T001038";"GM0259";"2019JJ00";""
"35219";"T001038";"GM0417";"2019JJ00";"   11195"
"35279";"T001038";"GM0022";"2019JJ00";""
"35339";"T001038";"GM0805";"2019JJ00";""
"35399";"T001038";"GM0023";"2019JJ00";""
"35459";"T001038";"GM0544";"2019JJ00";""
"35519";"T001038";"GM0545";"2019JJ00";""
"35579";"T001038";"GM0326";"2019JJ00";""
"35639";"T001038";"GM0080";"2019JJ00";"  123107"
"35699";"T001038";"GM0081";"2019JJ00";""
"35759";"T001038";"GM0546";"2019JJ00";"  124899"
"35819";"T001038";"GM0547";"2019JJ00";"   27109"
"35879";"T001038";"GM0548";"2019JJ00";""
"35939";"T001038";"GM1916";"2019JJ00";"   75425"
"35999";"T001038";"GM0549";"2019JJ00";""
"36059";"T001038";"GM0550";"2019JJ00";""
"36119";"T001038";"GM0995";"2019JJ00";"   77893"
"36179";"T001038";"GM0082";"2019JJ00";""
"36239";"T001038";"GM1640";"2019JJ00";"   35681"
"36299";"T001038";"GM0327";"2019JJ00";"   30030"
"36359";"T001038";"GM0551";"2019JJ00";""
"36419";"T001038";"GM0260";"2019JJ00";""
"36479";"T001038";"GM1673";"2019JJ00";""
"36539";"T001038";"GM0806";"2019JJ00";""
"36599";"T001038";"GM0261";"2019JJ00";""
"36659";"T001038";"GM0552";"2019JJ00";""
"36719";"T001038";"GM0807";"2019JJ00";""
"36779";"T001038";"GM0694";"2019JJ00";""
"36839";"T001038";"GM0931";"2019JJ00";""
"36899";"T001038";"GM0418";"2019JJ00";""
"36959";"T001038";"GM0733";"2019JJ00";""
"37019";"T001038";"GM1705";"2019JJ00";"   46475"
"37079";"T001038";"GM0932";"2019JJ00";""
"37139";"T001038";"GM0328";"2019JJ00";""
"37199";"T001038";"GM0553";"2019JJ00";"   22800"
"37259";"T001038";"GM0808";"2019JJ00";""
"37319";"T001038";"GM0103";"2019JJ00";""
"37379";"T001038";"GM0140";"2019JJ00";""
"37439";"T001038";"GM0262";"2019JJ00";"   33590"
"37499";"T001038";"GM0329";"2019JJ00";""
"37559";"T001038";"GM1105";"2019JJ00";""
"37619";"T001038";"GM0809";"2019JJ00";"   23327"
"37679";"T001038";"GM0330";"2019JJ00";""
"37739";"T001038";"GM0331";"2019JJ00";"   14473"
"37799";"T001038";"GM0024";"2019JJ00";"    9614"
"37859";"T001038";"GM0168";"2019JJ00";"   22622"
"37919";"T001038";"GM0810";"2019JJ00";""
"37979";"T001038";"GM0811";"2019JJ00";""
"38039";"T001038";"GM0332";"2019JJ00";""
"38099";"T001038";"GM0333";"2019JJ00";""
"38159";"T001038";"GM0334";"2019JJ00";""
"38219";"T001038";"GM0933";"2019JJ00";""
"38279";"T001038";"GM0934";"2019JJ00";""
"38339";"T001038";"GM0554";"2019JJ00";""
"38399";"T001038";"GM1671";"2019JJ00";""
"38459";"T001038";"GM0263";"2019JJ00";"   24693"
"38519";"T001038";"GM1641";"2019JJ00";"   23716"
"38579";"T001038";"GM0555";"2019JJ00";""
"38639";"T001038";"GM0556";"2019JJ00";"   32768"
"38699";"T001038";"GM0935";"2019JJ00";"  121565"
"38759";"T001038";"GM1665";"2019JJ00";""
"38819";"T001038";"GM0812";"2019JJ00";""
"38879";"T001038";"GM0936";"2019JJ00";""
"38939";"T001038";"GM0686";"2019JJ00";""
"38999";"T001038";"GM0169";"2019JJ00";""
"39059";"T001038";"GM0419";"2019JJ00";""
"39119";"T001038";"GM1663";"2019JJ00";""
"39179";"T001038";"GM0025";"2019JJ00";""
"39239";"T001038";"GM0264";"2019JJ00";""
"39299";"T001038";"GM0420";"2019JJ00";"   44809"
"39359";"T001038";"GM0026";"2019JJ00";""
"39419";"T001038";"GM0557";"2019JJ00";""
"39479";"T001038";"GM0937";"2019JJ00";""
"39539";"T001038";"GM0993";"2019JJ00";""
"39599";"T001038";"GM0938";"2019JJ00";"   18923"
"39659";"T001038";"GM0813";"2019JJ00";""
"39719";"T001038";"GM1948";"2019JJ00";"   80815"
"39779";"T001038";"GM0941";"2019JJ00";""
"39839";"T001038";"GM0939";"2019JJ00";""
"39899";"T001038";"GM1112";"2019JJ00";""
"39959";"T001038";"GM1113";"2019JJ00";""
"40019";"T001038";"GM0083";"2019JJ00";""
"40079";"T001038";"GM1908";"2019JJ00";""
"40139";"T001038";"GM1987";"2019JJ00";""
"40199";"T001038";"GM0119";"2019JJ00";"   33564"
"40259";"T001038";"GM0940";"2019JJ00";""
"40319";"T001038";"GM0942";"2019JJ00";""
"40379";"T001038";"GM0687";"2019JJ00";"   48544"
"40439";"T001038";"GM0559";"2019JJ00";""
"40499";"T001038";"GM0421";"2019JJ00";""
"40559";"T001038";"GM0027";"2019JJ00";""
"40619";"T001038";"GM1842";"2019JJ00";"   19391"
"40679";"T001038";"GM1731";"2019JJ00";"   33178"
"40739";"T001038";"GM1952";"2019JJ00";"   60899"
"40799";"T001038";"GM0688";"2019JJ00";""
"40859";"T001038";"GM1697";"2019JJ00";""
"40919";"T001038";"GM0028";"2019JJ00";""
"40979";"T001038";"GM0422";"2019JJ00";""
"41039";"T001038";"GM0814";"2019JJ00";""
"41099";"T001038";"GM0336";"2019JJ00";""
"41159";"T001038";"GM0564";"2019JJ00";""
"41219";"T001038";"GM0815";"2019JJ00";"   10891"
"41279";"T001038";"GM0265";"2019JJ00";""
"41339";"T001038";"GM1709";"2019JJ00";"   36961"
"41399";"T001038";"GM0816";"2019JJ00";""
"41459";"T001038";"GM0647";"2019JJ00";""
"41519";"T001038";"GM0560";"2019JJ00";""
"41579";"T001038";"GM0561";"2019JJ00";""
"41639";"T001038";"GM1978";"2019JJ00";"   43858"
"41699";"T001038";"GM1927";"2019JJ00";""
"41759";"T001038";"GM0423";"2019JJ00";""
"41819";"T001038";"GM0562";"2019JJ00";""
"41879";"T001038";"GM1955";"2019JJ00";"   36026"
"41939";"T001038";"GM0335";"2019JJ00";"   13996"
"41999";"T001038";"GM0943";"2019JJ00";""
"42059";"T001038";"GM0944";"2019JJ00";"    7806"
"42119";"T001038";"GM0563";"2019JJ00";""
"42179";"T001038";"GM0424";"2019JJ00";""
"42239";"T001038";"GM0945";"2019JJ00";""
"42299";"T001038";"GM0029";"2019JJ00";""
"42359";"T001038";"GM0565";"2019JJ00";""
"42419";"T001038";"GM0425";"2019JJ00";""
"42479";"T001038";"GM1740";"2019JJ00";"   24034"
"42539";"T001038";"GM0426";"2019JJ00";""
"42599";"T001038";"GM0643";"2019JJ00";""
"42659";"T001038";"GM0946";"2019JJ00";"   17001"
"42719";"T001038";"GM0266";"2019JJ00";""
"42779";"T001038";"GM0947";"2019JJ00";""
"42839";"T001038";"GM0304";"2019JJ00";""
"42899";"T001038";"GM0427";"2019JJ00";""
"42959";"T001038";"GM0412";"2019JJ00";""
"43019";"T001038";"GM1117";"2019JJ00";""
"43079";"T001038";"GM0566";"2019JJ00";""
"43139";"T001038";"GM0030";"2019JJ00";""
"43199";"T001038";"GM1119";"2019JJ00";""
"43259";"T001038";"GM0356";"2019JJ00";"   63036"
"43319";"T001038";"GM0948";"2019JJ00";""
"43379";"T001038";"GM0428";"2019JJ00";""
"43439";"T001038";"GM1249";"2019JJ00";""
"43499";"T001038";"GM1122";"2019JJ00";""
"43559";"T001038";"GM0567";"2019JJ00";""
"43619";"T001038";"GM0031";"2019JJ00";""
"43679";"T001038";"GM0817";"2019JJ00";""
"43739";"T001038";"GM0569";"2019JJ00";"   28628"
"43799";"T001038";"GM0570";"2019JJ00";""
"43859";"T001038";"GM0571";"2019JJ00";""
"43919";"T001038";"GM0170";"2019JJ00";""
"43979";"T001038";"GM0032";"2019JJ00";""
"44039";"T001038";"GM0572";"2019JJ00";""
"44099";"T001038";"GM0949";"2019JJ00";""
"44159";"T001038";"GM0573";"2019JJ00";""
"44219";"T001038";"GM0690";"2019JJ00";""
"44279";"T001038";"GM0818";"2019JJ00";""
"44339";"T001038";"GM0337";"2019JJ00";""
"44399";"T001038";"GM0104";"2019JJ00";""
"44459";"T001038";"GM0121";"2019JJ00";""
"44519";"T001038";"GM0267";"2019JJ00";"   42943"
"44579";"T001038";"GM0268";"2019JJ00";"  176731"
"44639";"T001038";"GM0691";"2019JJ00";""
"44699";"T001038";"GM1930";"2019JJ00";"   84797"
"44759";"T001038";"GM0819";"2019JJ00";""
"44819";"T001038";"GM1970";"2019JJ00";"   45181"
"44879";"T001038";"GM0950";"2019JJ00";""
"44939";"T001038";"GM1695";"2019JJ00";"    7308"
"44999";"T001038";"GM1126";"2019JJ00";""
"45059";"T001038";"GM1127";"2019JJ00";""
"45119";"T001038";"GM0574";"2019JJ00";""
"45179";"T001038";"GM1699";"2019JJ00";"   31290"
"45239";"T001038";"GM0529";"2019JJ00";""
"45299";"T001038";"GM1128";"2019JJ00";""
"45359";"T001038";"GM1404";"2019JJ00";""
"45419";"T001038";"GM0171";"2019JJ00";"   46849"
"45479";"T001038";"GM1129";"2019JJ00";""
"45539";"T001038";"GM0575";"2019JJ00";"   42859"
"45599";"T001038";"GM0576";"2019JJ00";""
"45659";"T001038";"GM0577";"2019JJ00";""
"45719";"T001038";"GM0120";"2019JJ00";""
"45779";"T001038";"GM0820";"2019JJ00";"   23186"
"45839";"T001038";"GM0821";"2019JJ00";""
"45899";"T001038";"GM0578";"2019JJ00";""
"45959";"T001038";"GM0302";"2019JJ00";"   27481"
"46019";"T001038";"GM0951";"2019JJ00";""
"46079";"T001038";"GM0952";"2019JJ00";""
"46139";"T001038";"GM0429";"2019JJ00";""
"46199";"T001038";"GM1131";"2019JJ00";""
"46259";"T001038";"GM0122";"2019JJ00";""
"46319";"T001038";"GM0822";"2019JJ00";""
"46379";"T001038";"GM0579";"2019JJ00";"   24426"
"46439";"T001038";"GM0953";"2019JJ00";""
"46499";"T001038";"GM0954";"2019JJ00";""
"46559";"T001038";"GM0823";"2019JJ00";"   18623"
"46619";"T001038";"GM0824";"2019JJ00";"   26140"
"46679";"T001038";"GM1895";"2019JJ00";"   38129"
"46739";"T001038";"GM0269";"2019JJ00";"   23598"
"46799";"T001038";"GM0035";"2019JJ00";""
"46859";"T001038";"GM0036";"2019JJ00";""
"46919";"T001038";"GM0172";"2019JJ00";""
"46979";"T001038";"GM0173";"2019JJ00";"   31840"
"47039";"T001038";"GM0174";"2019JJ00";""
"47099";"T001038";"GM1773";"2019JJ00";"   18071"
"47159";"T001038";"GM0175";"2019JJ00";"   17813"
"47219";"T001038";"GM0881";"2019JJ00";""
"47279";"T001038";"GM1250";"2019JJ00";""
"47339";"T001038";"GM1133";"2019JJ00";""
"47399";"T001038";"GM1586";"2019JJ00";"   29704"
"47459";"T001038";"GM1135";"2019JJ00";""
"47519";"T001038";"GM0825";"2019JJ00";""
"47579";"T001038";"GM0692";"2019JJ00";""
"47639";"T001038";"GM0084";"2019JJ00";""
"47699";"T001038";"GM0033";"2019JJ00";""
"47759";"T001038";"GM0123";"2019JJ00";""
"47819";"T001038";"GM0826";"2019JJ00";"   55616"
"47879";"T001038";"GM1136";"2019JJ00";""
"47939";"T001038";"GM0580";"2019JJ00";""
"47999";"T001038";"GM0430";"2019JJ00";""
"48059";"T001038";"GM1137";"2019JJ00";""
"48119";"T001038";"GM0085";"2019JJ00";"   25497"
"48179";"T001038";"GM0581";"2019JJ00";""
"48239";"T001038";"GM0431";"2019JJ00";"    9757"
"48299";"T001038";"GM0176";"2019JJ00";""
"48359";"T001038";"GM0996";"2019JJ00";""
"48419";"T001038";"GM0270";"2019JJ00";""
"48479";"T001038";"GM0827";"2019JJ00";""
"48539";"T001038";"GM0432";"2019JJ00";"   11779"
"48599";"T001038";"GM0433";"2019JJ00";""
"48659";"T001038";"GM0086";"2019JJ00";"   29723"
"48719";"T001038";"GM0828";"2019JJ00";"   91451"
"48779";"T001038";"GM0829";"2019JJ00";""
"48839";"T001038";"GM0434";"2019JJ00";""
"48899";"T001038";"GM0955";"2019JJ00";""
"48959";"T001038";"GM0582";"2019JJ00";""
"49019";"T001038";"GM0831";"2019JJ00";""
"49079";"T001038";"GM0583";"2019JJ00";""
"49139";"T001038";"GM0584";"2019JJ00";""
"49199";"T001038";"GM1142";"2019JJ00";""
"49259";"T001038";"GM1509";"2019JJ00";"   39473"
"49319";"T001038";"GM0038";"2019JJ00";""
"49379";"T001038";"GM0695";"2019JJ00";""
"49439";"T001038";"GM0830";"2019JJ00";""
"49499";"T001038";"GM0435";"2019JJ00";""
"49559";"T001038";"GM0586";"2019JJ00";""
"49619";"T001038";"GM0436";"2019JJ00";""
"49679";"T001038";"GM0437";"2019JJ00";"   13916"
"49739";"T001038";"GM0644";"2019JJ00";""
"49799";"T001038";"GM0587";"2019JJ00";""
"49859";"T001038";"GM1143";"2019JJ00";""
"49919";"T001038";"GM0589";"2019JJ00";"   10201"
"49979";"T001038";"GM0438";"2019JJ00";""
"50039";"T001038";"GM0696";"2019JJ00";""
"50099";"T001038";"GM1148";"2019JJ00";""
"50159";"T001038";"GM0271";"2019JJ00";""
"50219";"T001038";"GM1734";"2019JJ00";"   47543"
"50279";"T001038";"GM0697";"2019JJ00";""
"50339";"T001038";"GM0698";"2019JJ00";""
"50399";"T001038";"GM0272";"2019JJ00";""
"50459";"T001038";"GM1151";"2019JJ00";""
"50519";"T001038";"GM0590";"2019JJ00";"   32290"
"50579";"T001038";"GM1894";"2019JJ00";"   43311"
"50639";"T001038";"GM0124";"2019JJ00";""
"50699";"T001038";"GM0765";"2019JJ00";"   12214"
"50759";"T001038";"GM0699";"2019JJ00";""
"50819";"T001038";"GM0591";"2019JJ00";""
"50879";"T001038";"GM0594";"2019JJ00";""
"50939";"T001038";"GM1926";"2019JJ00";"   54331"
"50999";"T001038";"GM0338";"2019JJ00";""
"51059";"T001038";"GM0592";"2019JJ00";""
"51119";"T001038";"GM0700";"2019JJ00";""
"51179";"T001038";"GM0956";"2019JJ00";""
"51239";"T001038";"GM0832";"2019JJ00";""
"51299";"T001038";"GM0439";"2019JJ00";"   80117"
"51359";"T001038";"GM0833";"2019JJ00";""
"51419";"T001038";"GM0273";"2019JJ00";"   24198"
"51479";"T001038";"GM0593";"2019JJ00";""
"51539";"T001038";"GM0177";"2019JJ00";"   37511"
"51599";"T001038";"GM0834";"2019JJ00";""
"51659";"T001038";"GM0087";"2019JJ00";""
"51719";"T001038";"GM0835";"2019JJ00";""
"51779";"T001038";"GM0595";"2019JJ00";""
"51839";"T001038";"GM1661";"2019JJ00";""
"51899";"T001038";"GM0703";"2019JJ00";"   22678"
"51959";"T001038";"GM1159";"2019JJ00";""
"52019";"T001038";"GM0274";"2019JJ00";"   31302"
"52079";"T001038";"GM0339";"2019JJ00";"    5259"
"52139";"T001038";"GM0701";"2019JJ00";""
"52199";"T001038";"GM0836";"2019JJ00";""
"52259";"T001038";"GM1667";"2019JJ00";"   13060"
"52319";"T001038";"GM0275";"2019JJ00";"   43640"
"52379";"T001038";"GM0340";"2019JJ00";"   20004"
"52439";"T001038";"GM0596";"2019JJ00";""
"52499";"T001038";"GM0597";"2019JJ00";"   46241"
"52559";"T001038";"GM0837";"2019JJ00";""
"52619";"T001038";"GM1160";"2019JJ00";""
"52679";"T001038";"GM0646";"2019JJ00";""
"52739";"T001038";"GM0601";"2019JJ00";""
"52799";"T001038";"GM0602";"2019JJ00";""
"52859";"T001038";"GM0196";"2019JJ00";""
"52919";"T001038";"GM1672";"2019JJ00";""
"52979";"T001038";"GM0440";"2019JJ00";""
"53039";"T001038";"GM0841";"2019JJ00";""
"53099";"T001038";"GM0178";"2019JJ00";""
"53159";"T001038";"GM1742";"2019JJ00";"   38300"
"53219";"T001038";"GM0842";"2019JJ00";""
"53279";"T001038";"GM0603";"2019JJ00";"   53467"
"53339";"T001038";"GM0702";"2019JJ00";""
"53399";"T001038";"GM1163";"2019JJ00";""
"53459";"T001038";"GM0598";"2019JJ00";""
"53519";"T001038";"GM0125";"2019JJ00";""
"53579";"T001038";"GM1669";"2019JJ00";"   20615"
"53639";"T001038";"GM0957";"2019JJ00";"   58209"
"53699";"T001038";"GM0958";"2019JJ00";""
"53759";"T001038";"GM1670";"2019JJ00";""
"53819";"T001038";"GM0126";"2019JJ00";""
"53879";"T001038";"GM0736";"2019JJ00";"   44059"
"53939";"T001038";"GM1674";"2019JJ00";"   77032"
"53999";"T001038";"GM0838";"2019JJ00";""
"54059";"T001038";"GM0959";"2019JJ00";""
"54119";"T001038";"GM0839";"2019JJ00";""
"54179";"T001038";"GM0276";"2019JJ00";""
"54239";"T001038";"GM0599";"2019JJ00";"  644618"
"54299";"T001038";"GM0600";"2019JJ00";""
"54359";"T001038";"GM0277";"2019JJ00";"    1654"
"54419";"T001038";"GM0840";"2019JJ00";"   22572"
"54479";"T001038";"GM0127";"2019JJ00";""
"54539";"T001038";"GM0128";"2019JJ00";""
"54599";"T001038";"GM0278";"2019JJ00";""
"54659";"T001038";"GM1164";"2019JJ00";""
"54719";"T001038";"GM0704";"2019JJ00";""
"54779";"T001038";"GM0604";"2019JJ00";""
"54839";"T001038";"GM0960";"2019JJ00";""
"54899";"T001038";"GM0441";"2019JJ00";"   46553"
"54959";"T001038";"GM0843";"2019JJ00";""
"55019";"T001038";"GM1169";"2019JJ00";""
"55079";"T001038";"GM0139";"2019JJ00";""
"55139";"T001038";"GM0039";"2019JJ00";""
"55199";"T001038";"GM0442";"2019JJ00";""
"55259";"T001038";"GM0605";"2019JJ00";""
"55319";"T001038";"GM0458";"2019JJ00";""
"55379";"T001038";"GM0443";"2019JJ00";""
"55439";"T001038";"GM0705";"2019JJ00";""
"55499";"T001038";"GM0279";"2019JJ00";"    9873"
"55559";"T001038";"GM0606";"2019JJ00";"   77999"
"55619";"T001038";"GM0088";"2019JJ00";"     936"
"55679";"T001038";"GM0844";"2019JJ00";""
"55739";"T001038";"GM0961";"2019JJ00";""
"55799";"T001038";"GM0962";"2019JJ00";""
"55859";"T001038";"GM0963";"2019JJ00";""
"55919";"T001038";"GM0607";"2019JJ00";""
"55979";"T001038";"GM0706";"2019JJ00";""
"56039";"T001038";"GM0129";"2019JJ00";""
"56099";"T001038";"GM0608";"2019JJ00";""
"56159";"T001038";"GM0609";"2019JJ00";""
"56219";"T001038";"GM0444";"2019JJ00";""
"56279";"T001038";"GM1676";"2019JJ00";"   33779"
"56339";"T001038";"GM1175";"2019JJ00";""
"56399";"T001038";"GM1176";"2019JJ00";""
"56459";"T001038";"GM0964";"2019JJ00";""
"56519";"T001038";"GM0447";"2019JJ00";""
"56579";"T001038";"GM0965";"2019JJ00";"   10516"
"56639";"T001038";"GM1702";"2019JJ00";"   11606"
"56699";"T001038";"GM0966";"2019JJ00";""
"56759";"T001038";"GM0709";"2019JJ00";""
"56819";"T001038";"GM1179";"2019JJ00";""
"56879";"T001038";"GM0445";"2019JJ00";""
"56939";"T001038";"GM0967";"2019JJ00";""
"56999";"T001038";"GM0446";"2019JJ00";""
"57059";"T001038";"GM0712";"2019JJ00";""
"57119";"T001038";"GM0708";"2019JJ00";""
"57179";"T001038";"GM0711";"2019JJ00";""
"57239";"T001038";"GM0845";"2019JJ00";"   28991"
"57299";"T001038";"GM0846";"2019JJ00";""
"57359";"T001038";"GM0968";"2019JJ00";""
"57419";"T001038";"GM1883";"2019JJ00";"   92661"
"57479";"T001038";"GM0051";"2019JJ00";""
"57539";"T001038";"GM0130";"2019JJ00";""
"57599";"T001038";"GM0969";"2019JJ00";""
"57659";"T001038";"GM0610";"2019JJ00";"   25026"
"57719";"T001038";"GM0040";"2019JJ00";""
"57779";"T001038";"GM0089";"2019JJ00";""
"57839";"T001038";"GM1714";"2019JJ00";"   23386"
"57899";"T001038";"GM0713";"2019JJ00";""
"57959";"T001038";"GM1698";"2019JJ00";""
"58019";"T001038";"GM0090";"2019JJ00";"   55938"
"58079";"T001038";"GM0131";"2019JJ00";""
"58139";"T001038";"GM0091";"2019JJ00";""
"58199";"T001038";"GM0341";"2019JJ00";""
"58259";"T001038";"GM0342";"2019JJ00";"   46194"
"58319";"T001038";"GM0847";"2019JJ00";"   19322"
"58379";"T001038";"GM1184";"2019JJ00";""
"58439";"T001038";"GM0848";"2019JJ00";"   16904"
"58499";"T001038";"GM0970";"2019JJ00";""
"58559";"T001038";"GM0612";"2019JJ00";""
"58619";"T001038";"GM0849";"2019JJ00";""
"58679";"T001038";"GM1691";"2019JJ00";""
"58739";"T001038";"GM1188";"2019JJ00";""
"58799";"T001038";"GM0179";"2019JJ00";""
"58859";"T001038";"GM0037";"2019JJ00";"   31789"
"58919";"T001038";"GM0850";"2019JJ00";""
"58979";"T001038";"GM0180";"2019JJ00";"   17003"
"59039";"T001038";"GM0714";"2019JJ00";""
"59099";"T001038";"GM0092";"2019JJ00";""
"59159";"T001038";"GM0532";"2019JJ00";"   21706"
"59219";"T001038";"GM0041";"2019JJ00";""
"59279";"T001038";"GM0851";"2019JJ00";"   25054"
"59339";"T001038";"GM1376";"2019JJ00";""
"59399";"T001038";"GM0280";"2019JJ00";""
"59459";"T001038";"GM0181";"2019JJ00";""
"59519";"T001038";"GM1708";"2019JJ00";"   43940"
"59579";"T001038";"GM0182";"2019JJ00";""
"59639";"T001038";"GM0971";"2019JJ00";"   24961"
"59699";"T001038";"GM1195";"2019JJ00";""
"59759";"T001038";"GM0972";"2019JJ00";""
"59819";"T001038";"GM1904";"2019JJ00";"   64336"
"59879";"T001038";"GM1196";"2019JJ00";""
"59939";"T001038";"GM0615";"2019JJ00";""
"59999";"T001038";"GM0343";"2019JJ00";""
"60059";"T001038";"GM0973";"2019JJ00";""
"60119";"T001038";"GM0616";"2019JJ00";""
"60179";"T001038";"GM0617";"2019JJ00";""
"60239";"T001038";"GM1900";"2019JJ00";"   89710"
"60299";"T001038";"GM0974";"2019JJ00";""
"60359";"T001038";"GM0975";"2019JJ00";""
"60419";"T001038";"GM0976";"2019JJ00";""
"60479";"T001038";"GM0853";"2019JJ00";""
"60539";"T001038";"GM0042";"2019JJ00";""
"60599";"T001038";"GM0715";"2019JJ00";"   54589"
"60659";"T001038";"GM0093";"2019JJ00";"    4890"
"60719";"T001038";"GM0854";"2019JJ00";""
"60779";"T001038";"GM0448";"2019JJ00";"   13547"
"60839";"T001038";"GM1525";"2019JJ00";"   37061"
"60899";"T001038";"GM0716";"2019JJ00";"   25780"
"60959";"T001038";"GM0977";"2019JJ00";""
"61019";"T001038";"GM0281";"2019JJ00";"   41978"
"61079";"T001038";"GM0618";"2019JJ00";""
"61139";"T001038";"GM0094";"2019JJ00";""
"61199";"T001038";"GM0855";"2019JJ00";"  217259"
"61259";"T001038";"GM0183";"2019JJ00";"   21276"
"61319";"T001038";"GM1204";"2019JJ00";""
"61379";"T001038";"GM1205";"2019JJ00";""
"61439";"T001038";"GM1700";"2019JJ00";"   33792"
"61499";"T001038";"GM0449";"2019JJ00";""
"61559";"T001038";"GM1730";"2019JJ00";"   33698"
"61619";"T001038";"GM0737";"2019JJ00";"   31780"
"61679";"T001038";"GM0978";"2019JJ00";""
"61739";"T001038";"GM0282";"2019JJ00";""
"61799";"T001038";"GM0856";"2019JJ00";"   41782"
"61859";"T001038";"GM0857";"2019JJ00";""
"61919";"T001038";"GM0450";"2019JJ00";"   13528"
"61979";"T001038";"GM0451";"2019JJ00";"   29424"
"62039";"T001038";"GM0043";"2019JJ00";""
"62099";"T001038";"GM0044";"2019JJ00";""
"62159";"T001038";"GM0979";"2019JJ00";""
"62219";"T001038";"GM0045";"2019JJ00";""
"62279";"T001038";"GM0184";"2019JJ00";"   20776"
"62339";"T001038";"GM0980";"2019JJ00";""
"62399";"T001038";"GM0452";"2019JJ00";""
"62459";"T001038";"GM0046";"2019JJ00";""
"62519";"T001038";"GM0095";"2019JJ00";""
"62579";"T001038";"GM0344";"2019JJ00";"  352866"
"62639";"T001038";"GM1581";"2019JJ00";"   49515"
"62699";"T001038";"GM0981";"2019JJ00";"   10092"
"62759";"T001038";"GM0283";"2019JJ00";""
"62819";"T001038";"GM0619";"2019JJ00";""
"62879";"T001038";"GM0994";"2019JJ00";"   16470"
"62939";"T001038";"GM0982";"2019JJ00";""
"62999";"T001038";"GM0720";"2019JJ00";""
"63059";"T001038";"GM0858";"2019JJ00";"   30910"
"63119";"T001038";"GM0284";"2019JJ00";""
"63179";"T001038";"GM0859";"2019JJ00";""
"63239";"T001038";"GM0047";"2019JJ00";"   27491"
"63299";"T001038";"GM0345";"2019JJ00";"   65589"
"63359";"T001038";"GM0717";"2019JJ00";"   21835"
"63419";"T001038";"GM0860";"2019JJ00";""
"63479";"T001038";"GM0861";"2019JJ00";"   45337"
"63539";"T001038";"GM0453";"2019JJ00";"   68348"
"63599";"T001038";"GM0454";"2019JJ00";""
"63659";"T001038";"GM0983";"2019JJ00";"  101603"
"63719";"T001038";"GM0984";"2019JJ00";"   43326"
"63779";"T001038";"GM0862";"2019JJ00";""
"63839";"T001038";"GM0620";"2019JJ00";""
"63899";"T001038";"GM0863";"2019JJ00";""
"63959";"T001038";"GM0621";"2019JJ00";""
"64019";"T001038";"GM1961";"2019JJ00";"   55712"
"64079";"T001038";"GM0346";"2019JJ00";""
"64139";"T001038";"GM0622";"2019JJ00";"   72404"
"64199";"T001038";"GM0048";"2019JJ00";""
"64259";"T001038";"GM0132";"2019JJ00";""
"64319";"T001038";"GM0347";"2019JJ00";""
"64379";"T001038";"GM0096";"2019JJ00";"    1138"
"64439";"T001038";"GM0864";"2019JJ00";""
"64499";"T001038";"GM0718";"2019JJ00";"   44371"
"64559";"T001038";"GM0623";"2019JJ00";""
"64619";"T001038";"GM0985";"2019JJ00";""
"64679";"T001038";"GM0986";"2019JJ00";"   12452"
"64739";"T001038";"GM0719";"2019JJ00";""
"64799";"T001038";"GM0185";"2019JJ00";""
"64859";"T001038";"GM0624";"2019JJ00";""
"64919";"T001038";"GM0625";"2019JJ00";""
"64979";"T001038";"GM0626";"2019JJ00";"   25479"
"65039";"T001038";"GM0285";"2019JJ00";"   24417"
"65099";"T001038";"GM0286";"2019JJ00";""
"65159";"T001038";"GM1213";"2019JJ00";""
"65219";"T001038";"GM0348";"2019JJ00";""
"65279";"T001038";"GM0133";"2019JJ00";""
"65339";"T001038";"GM0186";"2019JJ00";""
"65399";"T001038";"GM1214";"2019JJ00";""
"65459";"T001038";"GM0865";"2019JJ00";"   26396"
"65519";"T001038";"GM0287";"2019JJ00";""
"65579";"T001038";"GM1949";"2019JJ00";"   46039"
"65639";"T001038";"GM0866";"2019JJ00";"   17247"
"65699";"T001038";"GM0867";"2019JJ00";"   48240"
"65759";"T001038";"GM0721";"2019JJ00";""
"65819";"T001038";"GM0288";"2019JJ00";""
"65879";"T001038";"GM1217";"2019JJ00";""
"65939";"T001038";"GM0627";"2019JJ00";"   28316"
"65999";"T001038";"GM0289";"2019JJ00";"   38774"
"66059";"T001038";"GM0290";"2019JJ00";""
"66119";"T001038";"GM0187";"2019JJ00";""
"66179";"T001038";"GM0868";"2019JJ00";""
"66239";"T001038";"GM0987";"2019JJ00";""
"66299";"T001038";"GM0455";"2019JJ00";""
"66359";"T001038";"GM0049";"2019JJ00";""
"66419";"T001038";"GM0456";"2019JJ00";""
"66479";"T001038";"GM0628";"2019JJ00";""
"66539";"T001038";"GM0291";"2019JJ00";""
"66599";"T001038";"GM0869";"2019JJ00";""
"66659";"T001038";"GM0629";"2019JJ00";"   26211"
"66719";"T001038";"GM0630";"2019JJ00";""
"66779";"T001038";"GM0852";"2019JJ00";"   17315"
"66839";"T001038";"GM0722";"2019JJ00";""
"66899";"T001038";"GM1220";"2019JJ00";""
"66959";"T001038";"GM0188";"2019JJ00";""
"67019";"T001038";"GM0988";"2019JJ00";"   49842"
"67079";"T001038";"GM0457";"2019JJ00";"   19334"
